distance,airport_1,airport_2,daily_passengers,state_1,city_1,state_2,city_2,population_1,density_1,population_2,density_2,lat_1,lon_1,lat_2,lon_2
647,PHX,SMF,892.9156626506024,AZ,Phoenix,CA,Sacramento,4064275.0,1198.9,1957738.0,2049.4,30.406931,-87.217578,38.582087,-121.50012
1788,PHX,TPA,419.8813559322034,AZ,Phoenix,FL,Tampa,4064275.0,1198.9,2861173.0,1320.9,30.406931,-87.217578,37.8606,-78.804199
843,PHX,SAT,460.5692307692308,AZ,Phoenix,TX,San Antonio,4064275.0,1198.9,2058444.0,1118.8,30.406931,-87.217578,29.425173,-98.494599
324,PHX,SAN,1417.923076923077,AZ,Phoenix,CA,San Diego,4064275.0,1198.9,3046560.0,1639.7,30.406931,-87.217578,32.71576,-117.163817
1891,PHX,RDU,337.53846153846155,AZ,Phoenix,NC,Raleigh,4064275.0,1198.9,1163152.0,1210.0,30.406931,-87.217578,42.673348,-72.179683
601,PHX,RNO,431.4,AZ,Phoenix,NV,Reno,4064275.0,1198.9,457702.0,940.5,30.406931,-87.217578,30.177159,-95.162771
507,PHX,SLC,1268.1692307692308,AZ,Phoenix,UT,Salt Lake City,4064275.0,1198.9,1173879.0,700.8,30.406931,-87.217578,40.758478,-111.888142
935,PHX,TUL,210.64814814814815,AZ,Phoenix,OK,Tulsa,4064275.0,1198.9,731743.0,804.2,30.406931,-87.217578,61.096484,-160.967455
1562,BOS,DAL,64.6504854368932,MA,Boston,TX,Dallas,4328315.0,5319.0,5830932.0,1478.7,42.358894,-71.056742,40.11086,-77.035636
1562,BOS,DFW,1238.2203389830509,MA,Boston,TX,Dallas,4328315.0,5319.0,5830932.0,1478.7,42.358894,-71.056742,40.11086,-77.035636
496,BOS,PIT,665.2966101694915,MA,Boston,PA,Pittsburgh,4328315.0,5319.0,1749091.0,2118.5,42.358894,-71.056742,40.442169,-79.994945
1754,BOS,DEN,1237.3813559322034,MA,Boston,CO,Denver,4328315.0,5319.0,2687458.0,1792.9,42.358894,-71.056742,39.738453,-104.984853
2300,BOS,PHX,786.1779661016949,MA,Boston,AZ,Phoenix,4328315.0,5319.0,4064275.0,1198.9,42.358894,-71.056742,30.406931,-87.217578
2496,BOS,SEA,847.8813559322034,MA,Boston,WA,Seattle,4328315.0,5319.0,3561397.0,3376.6,42.358894,-71.056742,47.603229,-122.33028
563,BOS,CAK,100.61016949152543,MA,Boston,OH,Cleveland,4328315.0,5319.0,1680247.0,1839.6,42.358894,-71.056742,41.505546,-81.6915
563,BOS,CLE,413.72033898305085,MA,Boston,OH,Cleveland,4328315.0,5319.0,1680247.0,1839.6,42.358894,-71.056742,41.505546,-81.6915
942,BOS,BNA,455.3305084745763,MA,Boston,TN,Nashville,4328315.0,5319.0,1177657.0,555.4,42.358894,-71.056742,36.166687,-86.779932
395,BOS,BUF,395.5357142857143,MA,Boston,NY,Buffalo,4328315.0,5319.0,944589.0,2645.7,42.358894,-71.056742,39.945422,-78.64671
1991,BOS,BZN,158.85714285714286,MA,Boston,MT,Bozeman,4328315.0,5319.0,65279.0,990.1,42.358894,-71.056742,45.6833,-111.0558
418,BOS,BWI,1242.2542372881355,MA,Boston,DC,Washington,4328315.0,5319.0,5116378.0,4235.7,42.358894,-71.056742,38.892062,-77.019912
418,BOS,DCA,2174.864406779661,MA,Boston,DC,Washington,4328315.0,5319.0,5116378.0,4235.7,42.358894,-71.056742,38.892062,-77.019912
418,BOS,IAD,939.542372881356,MA,Boston,DC,Washington,4328315.0,5319.0,5116378.0,4235.7,42.358894,-71.056742,38.892062,-77.019912
867,BOS,MDW,378.54237288135596,MA,Boston,IL,Chicago,4328315.0,5319.0,8497759.0,4614.5,42.358894,-71.056742,41.775002,-87.696388
867,BOS,ORD,2285.2457627118642,MA,Boston,IL,Chicago,4328315.0,5319.0,8497759.0,4614.5,42.358894,-71.056742,41.775002,-87.696388
836,BOS,CHS,253.20909090909092,MA,Boston,SC,Charleston,4328315.0,5319.0,706884.0,503.3,42.358894,-71.056742,32.77647,-79.931027
737,BOS,CLT,800.0254237288135,MA,Boston,NC,Charlotte,4328315.0,5319.0,1427444.0,1089.8,42.358894,-71.056742,35.222936,-80.840161
640,BOS,CMH,330.4102564102564,MA,Boston,OH,Columbus,4328315.0,5319.0,1572546.0,1581.0,42.358894,-71.056742,39.962649,-82.996216
1047,BOS,STL,410.8813559322034,MA,Boston,MO,St. Louis,4328315.0,5319.0,2130881.0,1864.3,42.358894,-71.056742,38.630276,-90.200309
756,BOS,MYR,232.5463917525773,MA,Boston,SC,Myrtle Beach,4328315.0,5319.0,332181.0,594.6,42.358894,-71.056742,33.68785,-78.883852
1028,BOS,JAX,372.47457627118644,MA,Boston,FL,Jacksonville,4328315.0,5319.0,1288298.0,491.0,42.358894,-71.056742,30.325968,-81.65676
632,BOS,DTW,764.8220338983051,MA,Boston,MI,Detroit,4328315.0,5319.0,3725908.0,1772.2,42.358894,-71.056742,42.332916,-83.047853
1609,BOS,HOU,169.03389830508473,MA,Boston,TX,Houston,4328315.0,5319.0,5970127.0,1384.0,42.358894,-71.056742,29.760803,-95.369506
1609,BOS,IAH,655.2372881355932,MA,Boston,TX,Houston,4328315.0,5319.0,5970127.0,1384.0,42.358894,-71.056742,29.760803,-95.369506
1142,BOS,MCO,2274.898305084746,MA,Boston,FL,Orlando,4328315.0,5319.0,1882705.0,1070.2,42.358894,-71.056742,28.538331,-81.378879
1124,BOS,MSP,926.957627118644,MA,Boston,MN,Minneapolis,4328315.0,5319.0,2892569.0,3052.2,42.358894,-71.056742,44.977479,-93.264346
200,BOS,EWR,1069.635593220339,MA,Boston,NY,New York City,4328315.0,5319.0,18908608.0,11080.3,42.358894,-71.056742,40.123164,-75.333718
200,BOS,ISP,14.146788990825687,MA,Boston,NY,New York City,4328315.0,5319.0,18908608.0,11080.3,42.358894,-71.056742,40.123164,-75.333718
200,BOS,JFK,537.8305084745763,MA,Boston,NY,New York City,4328315.0,5319.0,18908608.0,11080.3,42.358894,-71.056742,40.123164,-75.333718
200,BOS,LGA,2573.915254237288,MA,Boston,NY,New York City,4328315.0,5319.0,18908608.0,11080.3,42.358894,-71.056742,40.123164,-75.333718
1271,BOS,RSW,1071.2966101694915,MA,Boston,FL,Fort Myers,4328315.0,5319.0,88699.0,858.3,42.358894,-71.056742,40.253979,-103.801495
2381,BOS,LAS,1021.8474576271186,MA,Boston,NV,Las Vegas,4328315.0,5319.0,2248047.0,1755.1,42.358894,-71.056742,36.169202,-115.140597
2704,BOS,OAK,172.28813559322035,MA,Boston,CA,San Francisco,4328315.0,5319.0,3364979.0,7030.7,42.358894,-71.056742,37.78008,-122.420168
2704,BOS,SFO,2202.2033898305085,MA,Boston,CA,San Francisco,4328315.0,5319.0,3364979.0,7030.7,42.358894,-71.056742,37.78008,-122.420168
2704,BOS,SJC,348.3813559322034,MA,Boston,CA,San Francisco,4328315.0,5319.0,3364979.0,7030.7,42.358894,-71.056742,37.78008,-122.420168
1283,BOS,FLL,1588.2796610169491,MA,Boston,FL,Miami,4328315.0,5319.0,6080145.0,4758.9,42.358894,-71.056742,44.977479,-93.264346
1283,BOS,MIA,995.0169491525423,MA,Boston,FL,Miami,4328315.0,5319.0,6080145.0,4758.9,42.358894,-71.056742,44.977479,-93.264346
2611,BOS,BUR,37.26271186440678,MA,Boston,CA,Los Angeles,4328315.0,5319.0,11922389.0,3184.7,42.358894,-71.056742,34.052238,-118.243344
2611,BOS,LAX,2120.0423728813557,MA,Boston,CA,Los Angeles,4328315.0,5319.0,11922389.0,3184.7,42.358894,-71.056742,34.052238,-118.243344
2611,BOS,LGB,186.85593220338984,MA,Boston,CA,Los Angeles,4328315.0,5319.0,11922389.0,3184.7,42.358894,-71.056742,34.052238,-118.243344
2611,BOS,ONT,77.6864406779661,MA,Boston,CA,Los Angeles,4328315.0,5319.0,11922389.0,3184.7,42.358894,-71.056742,34.052238,-118.243344
2611,BOS,SNA,156.79661016949152,MA,Boston,CA,Los Angeles,4328315.0,5319.0,11922389.0,3184.7,42.358894,-71.056742,34.052238,-118.243344
829,BOS,SDF,120.53763440860214,MA,Boston,KY,Louisville,4328315.0,5319.0,963812.0,923.1,42.358894,-71.056742,38.256078,-85.751569
752,BOS,CVG,341.1864406779661,MA,Boston,OH,Cincinnati,4328315.0,5319.0,1692702.0,1530.6,42.358894,-71.056742,39.104427,-84.513808
2636,BOS,SMF,175.74766355140187,MA,Boston,CA,Sacramento,4328315.0,5319.0,1957738.0,2049.4,42.358894,-71.056742,38.582087,-121.50012
1204,BOS,TPA,1230.584745762712,MA,Boston,FL,Tampa,4328315.0,5319.0,2861173.0,1320.9,42.358894,-71.056742,37.8606,-78.804199
1256,BOS,MCI,349.20512820512823,MA,Boston,MO,Kansas City,4328315.0,5319.0,1689556.0,620.7,42.358894,-71.056742,39.099792,-94.578559
1764,BOS,SAT,192.3846153846154,MA,Boston,TX,San Antonio,4328315.0,5319.0,2058444.0,1118.8,42.358894,-71.056742,29.425173,-98.494599
860,BOS,MKE,385.0,MA,Boston,WI,Milwaukee,4328315.0,5319.0,1290940.0,2301.6,42.358894,-71.056742,43.041072,-87.909421
1371,BOS,MSY,412.22033898305085,MA,Boston,LA,New Orleans,4328315.0,5319.0,932759.0,866.5,42.358894,-71.056742,29.950621,-90.074948
2588,BOS,SAN,737.9067796610169,MA,Boston,CA,San Diego,4328315.0,5319.0,3046560.0,1639.7,42.358894,-71.056742,32.71576,-117.163817
487,BOS,PHF,75.19658119658119,MA,Boston,VA,Norfolk,4328315.0,5319.0,236973.0,1717.4,42.358894,-71.056742,36.846164,-76.285913
1222,BOS,PBI,961.2457627118644,MA,Boston,FL,West Palm Beach,4328315.0,5319.0,117588.0,842.8,42.358894,-71.056742,33.90976,-98.500854
2537,BOS,PDX,370.22033898305085,MA,Boston,OR,Portland,4328315.0,5319.0,2095808.0,1868.8,42.358894,-71.056742,45.516018,-122.681425
289,BOS,PHL,1444.593220338983,MA,Boston,PA,Philadelphia,4328315.0,5319.0,5683533.0,4578.4,42.358894,-71.056742,39.951061,-75.16562
625,BOS,RDU,845.8644067796611,MA,Boston,NC,Raleigh,4328315.0,5319.0,1163152.0,1210.0,42.358894,-71.056742,42.673348,-72.179683
487,BOS,RIC,391.10169491525426,MA,Boston,VA,Richmond,4328315.0,5319.0,1073223.0,1463.7,42.358894,-71.056742,37.540759,-77.433932
2105,BOS,SLC,407.16101694915255,MA,Boston,UT,Salt Lake City,4328315.0,5319.0,1173879.0,700.8,42.358894,-71.056742,40.758478,-111.888142
276,LAS,PHX,1663.2941176470588,NV,Las Vegas,AZ,Phoenix,2248047.0,1755.1,4064275.0,1198.9,36.169202,-115.140597,30.406931,-87.217578
2106,LAS,BWI,1074.1949152542372,NV,Las Vegas,DC,Washington,2248047.0,1755.1,5116378.0,4235.7,36.169202,-115.140597,38.892062,-77.019912
2106,LAS,DCA,381.1694915254237,NV,Las Vegas,DC,Washington,2248047.0,1755.1,5116378.0,4235.7,36.169202,-115.140597,38.892062,-77.019912
2106,LAS,IAD,483.1779661016949,NV,Las Vegas,DC,Washington,2248047.0,1755.1,5116378.0,4235.7,36.169202,-115.140597,38.892062,-77.019912
2282,LAS,EWR,1521.322033898305,NV,Las Vegas,NY,New York City,2248047.0,1755.1,18908608.0,11080.3,36.169202,-115.140597,40.123164,-75.333718
2282,LAS,HPN,19.3135593220339,NV,Las Vegas,NY,New York City,2248047.0,1755.1,18908608.0,11080.3,36.169202,-115.140597,40.123164,-75.333718
2282,LAS,ISP,73.33898305084746,NV,Las Vegas,NY,New York City,2248047.0,1755.1,18908608.0,11080.3,36.169202,-115.140597,40.123164,-75.333718
2282,LAS,JFK,1931.949152542373,NV,Las Vegas,NY,New York City,2248047.0,1755.1,18908608.0,11080.3,36.169202,-115.140597,40.123164,-75.333718
2282,LAS,LGA,282.6779661016949,NV,Las Vegas,NY,New York City,2248047.0,1755.1,18908608.0,11080.3,36.169202,-115.140597,40.123164,-75.333718
2282,LAS,SWF,16.743362831858406,NV,Las Vegas,NY,New York City,2248047.0,1755.1,18908608.0,11080.3,36.169202,-115.140597,40.123164,-75.333718
414,LAS,OAK,1527.5677966101696,NV,Las Vegas,CA,San Francisco,2248047.0,1755.1,3364979.0,7030.7,36.169202,-115.140597,37.78008,-122.420168
414,LAS,SFO,2217.5508474576272,NV,Las Vegas,CA,San Francisco,2248047.0,1755.1,3364979.0,7030.7,36.169202,-115.140597,37.78008,-122.420168
414,LAS,SJC,1323.1101694915253,NV,Las Vegas,CA,San Francisco,2248047.0,1755.1,3364979.0,7030.7,36.169202,-115.140597,37.78008,-122.420168
2174,LAS,FLL,678.1355932203389,NV,Las Vegas,FL,Miami,2248047.0,1755.1,6080145.0,4758.9,36.169202,-115.140597,44.977479,-93.264346
2174,LAS,MIA,552.4491525423729,NV,Las Vegas,FL,Miami,2248047.0,1755.1,6080145.0,4758.9,36.169202,-115.140597,44.977479,-93.264346
236,LAS,BUR,1255.6694915254238,NV,Las Vegas,CA,Los Angeles,2248047.0,1755.1,11922389.0,3184.7,36.169202,-115.140597,34.052238,-118.243344
236,LAS,LGB,500.01,NV,Las Vegas,CA,Los Angeles,2248047.0,1755.1,11922389.0,3184.7,36.169202,-115.140597,34.052238,-118.243344
236,LAS,ONT,573.2203389830509,NV,Las Vegas,CA,Los Angeles,2248047.0,1755.1,11922389.0,3184.7,36.169202,-115.140597,34.052238,-118.243344
236,LAS,SNA,872.957627118644,NV,Las Vegas,CA,Los Angeles,2248047.0,1755.1,11922389.0,3184.7,36.169202,-115.140597,34.052238,-118.243344
